DoriC AC	RefSeq	Organsim	Taxonomy	Genome Length	oriC location	dnaA box number	dnaA location	The extremes of GC disparity
ORI96010046	NC_017297.1	Clostridium botulinum F str. 230613 chromosome	Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium.	3993083 nt	1339..1600 nt	4	1..1338 nt	3992635 nt (minimum), 1916044 nt (maximum)
ORI96010047	NC_017297.1	Clostridium botulinum F str. 230613 chromosome	Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium.	3993083 nt	3992010..3993083 nt	5	1..1338 nt	3992635 nt (minimum), 1916044 nt (maximum)
ORI96010048	NC_017299.1	Clostridium botulinum H04402 065	Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium.	3919740 nt	1339..1600 nt	3	1..1338 nt	3919292 nt (minimum), 1923206 nt (maximum)
ORI96010049	NC_017299.1	Clostridium botulinum H04402 065	Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium.	3919740 nt	3919187..3919740 nt	5	1..1338 nt	3919292 nt (minimum), 1923206 nt (maximum)
ORI96010050	NC_017300.1	Corynebacterium pseudotuberculosis 1002 chromosome	Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Corynebacterineae, Corynebacteriaceae, Corynebacterium.	2335113 nt	2334139..2335113 nt	6	1..1812 nt	2334755 nt (minimum), 1136633 nt (maximum)
ORI96010051	NC_017301.1	Corynebacterium pseudotuberculosis C231 chromosome	Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Corynebacterineae, Corynebacteriaceae, Corynebacterium.	2328208 nt	2327324..2328208 nt	6	1..1812 nt	2327940 nt (minimum), 1138998 nt (maximum)
ORI96010052	NC_017303.1	Corynebacterium pseudotuberculosis I19 chromosome	Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Corynebacterineae, Corynebacteriaceae, Corynebacterium.	2337730 nt	2336756..2337730 nt	6	1..1812 nt	2337372 nt (minimum), 1139001 nt (maximum)
ORI96010053	NC_017304.1	Clostridium thermocellum DSM 1313 chromosome	Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium.	3561619 nt	3561126..211 nt	4	212..1543 nt	3561596 nt (minimum), 1751035 nt (maximum)
ORI96010054	NC_017305.1	Corynebacterium pseudotuberculosis PAT10 chromosome	Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Corynebacterineae, Corynebacteriaceae, Corynebacterium.	2335323 nt	2334349..2335323 nt	6	1..1812 nt	2334965 nt (minimum), 1136552 nt (maximum)
ORI96010055	NC_017306.1	Corynebacterium pseudotuberculosis 42/02-A chromosome	Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Corynebacterineae, Corynebacteriaceae, Corynebacterium.	2337606 nt	1812..2394 nt	5	267..1811 nt	2337251 nt (minimum), 1139127 nt (maximum)
ORI96010056	NC_017306.1	Corynebacterium pseudotuberculosis 42/02-A chromosome	Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Corynebacterineae, Corynebacteriaceae, Corynebacterium.	2337606 nt	2336635..266 nt	6	267..1811 nt	2337251 nt (minimum), 1139127 nt (maximum)
ORI96010057	NC_017307.1	Corynebacterium pseudotuberculosis CIP 52.97 chromosome	Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Corynebacterineae, Corynebacteriaceae, Corynebacterium.	2320595 nt	2319621..2320595 nt	6	1..1812 nt	2320237 nt (minimum), 1125520 nt (maximum)
ORI96010058	NC_017308.1	Corynebacterium pseudotuberculosis 1/06-A chromosome	Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Corynebacterineae, Corynebacteriaceae, Corynebacterium.	2279118 nt	1813..2396 nt	6	1..1812 nt	2278761 nt (minimum), 1109596 nt (maximum)
ORI96010059	NC_017308.1	Corynebacterium pseudotuberculosis 1/06-A chromosome	Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Corynebacterineae, Corynebacteriaceae, Corynebacterium.	2279118 nt	2278145..2279118 nt	6	1..1812 nt	2278761 nt (minimum), 1109596 nt (maximum)
ORI96010060	NC_017312.1	Enterococcus faecalis 62 chromosome	Bacteria, Firmicutes, Bacilli, Lactobacillales, Enterococcaceae, Enterococcus.	2988673 nt	423337..423858 nt	9	423859..425202 nt	423841 nt (minimum), 1955074 nt (maximum)
ORI96010061	NC_017312.1	Enterococcus faecalis 62 chromosome	Bacteria, Firmicutes, Bacilli, Lactobacillales, Enterococcaceae, Enterococcus.	2988673 nt	425203..425403 nt	5	423859..425202 nt	423841 nt (minimum), 1955074 nt (maximum)
ORI96010062	NC_017316.1	Enterococcus faecalis OG1RF chromosome	Bacteria, Firmicutes, Bacilli, Lactobacillales, Enterococcaceae, Enterococcus.	2739625 nt	1403..1603 nt	5	59..1402 nt	41 nt (minimum), 1373567 nt (maximum)
ORI96010063	NC_017317.1	Corynebacterium ulcerans 809 chromosome	Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Corynebacterineae, Corynebacteriaceae, Corynebacterium.	2502095 nt	1826..2414 nt	5	227..1825 nt	2501840 nt (minimum), 1233133 nt (maximum)
ORI96010064	NC_017317.1	Corynebacterium ulcerans 809 chromosome	Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Corynebacterineae, Corynebacteriaceae, Corynebacterium.	2502095 nt	2501125..226 nt	6	227..1825 nt	2501840 nt (minimum), 1233133 nt (maximum)
ORI96010065	NC_017331.1	Staphylococcus aureus subsp. aureus TW20	Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcus.	3043210 nt	1879..2155 nt	4	517..1878 nt	3043204 nt (minimum), 1498498 nt (maximum)
ORI96010066	NC_017331.1	Staphylococcus aureus subsp. aureus TW20	Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcus.	3043210 nt	3042997..516 nt	9	517..1878 nt	3043204 nt (minimum), 1498498 nt (maximum)
ORI96010067	NC_017333.1	Staphylococcus aureus subsp. aureus ST398	Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcus.	2872582 nt	1879..2155 nt	4	517..1878, 1559483..1560169 nt	167 nt (minimum), 1476710 nt (maximum)
ORI96010068	NC_017333.1	Staphylococcus aureus subsp. aureus ST398	Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcus.	2872582 nt	2872369..516 nt	9	517..1878, 1559483..1560169 nt	167 nt (minimum), 1476710 nt (maximum)
ORI96010069	NC_017337.1	Staphylococcus aureus subsp. aureus ED133 chromosome	Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcus.	2832478 nt	1879..2157 nt	4	517..1878, 1533266..1533952 nt	167 nt (minimum), 1452759 nt (maximum)
ORI96010070	NC_017337.1	Staphylococcus aureus subsp. aureus ED133 chromosome	Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcus.	2832478 nt	2832265..516 nt	9	517..1878, 1533266..1533952 nt	167 nt (minimum), 1452759 nt (maximum)
ORI96010071	NC_017338.1	Staphylococcus aureus subsp. aureus JKD6159 chromosome	Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcus.	2811435 nt	1363..1639 nt	4	1..1362 nt	2811189 nt (minimum), 1393626 nt (maximum)
ORI96010072	NC_017338.1	Staphylococcus aureus subsp. aureus JKD6159 chromosome	Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcus.	2811435 nt	2810706..2811435 nt	9	1..1362 nt	2811189 nt (minimum), 1393626 nt (maximum)
ORI96010073	NC_017340.1	Staphylococcus aureus 04-02981 chromosome	Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcus.	2821452 nt	1879..2155 nt	4	517..1878, 1524951..1525637 nt	270 nt (minimum), 1442376 nt (maximum)
ORI96010074	NC_017340.1	Staphylococcus aureus 04-02981 chromosome	Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcus.	2821452 nt	2821239..516 nt	9	517..1878, 1524951..1525637 nt	270 nt (minimum), 1442376 nt (maximum)
ORI96010075	NC_017341.1	Staphylococcus aureus subsp. aureus str. JKD6008 chromosome	Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcus.	2924344 nt	1363..1639 nt	4	1..1362 nt	2924098 nt (minimum), 1454987 nt (maximum)
ORI96010076	NC_017341.1	Staphylococcus aureus subsp. aureus str. JKD6008 chromosome	Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcus.	2924344 nt	2923615..2924344 nt	9	1..1362 nt	2924098 nt (minimum), 1454987 nt (maximum)
ORI96010077	NC_017342.1	Staphylococcus aureus subsp. aureus TCH60 chromosome	Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcus.	2802675 nt	518281..518557 nt	4	518558..519919 nt	520164 nt (minimum), 1913442 nt (maximum)
ORI96010078	NC_017342.1	Staphylococcus aureus subsp. aureus TCH60 chromosome	Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcus.	2802675 nt	519920..520649 nt	9	518558..519919 nt	520164 nt (minimum), 1913442 nt (maximum)
ORI96010079	NC_017343.1	Staphylococcus aureus subsp. aureus ECT-R 2	Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcus.	2729540 nt	1879..2155 nt	4	517..1878 nt	270 nt (minimum), 1366242 nt (maximum)
ORI96010080	NC_017343.1	Staphylococcus aureus subsp. aureus ECT-R 2	Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcus.	2729540 nt	2729327..516 nt	9	517..1878 nt	270 nt (minimum), 1366242 nt (maximum)
ORI96010081	NC_017347.1	Staphylococcus aureus subsp. aureus T0131 chromosome	Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcus.	2913900 nt	1879..2155 nt	4	517..1878 nt	2913894 nt (minimum), 1456600 nt (maximum)
ORI96010082	NC_017347.1	Staphylococcus aureus subsp. aureus T0131 chromosome	Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcus.	2913900 nt	2913687..516 nt	9	517..1878 nt	2913894 nt (minimum), 1456600 nt (maximum)
ORI96010083	NC_017349.1	Staphylococcus aureus subsp. aureus LGA251	Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcus.	2750834 nt	1879..2157 nt	4	517..1878 nt	270 nt (minimum), 1439146 nt (maximum)
ORI96010084	NC_017349.1	Staphylococcus aureus subsp. aureus LGA251	Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcus.	2750834 nt	2750621..516 nt	9	517..1878 nt	270 nt (minimum), 1439146 nt (maximum)
ORI96010085	NC_017351.1	Staphylococcus aureus subsp. aureus 11819-97 chromosome	Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcus.	2846546 nt	1879..2155 nt	4	517..1878, 156303..156593 nt	270 nt (minimum), 1438541 nt (maximum)
ORI96010086	NC_017351.1	Staphylococcus aureus subsp. aureus 11819-97 chromosome	Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcus.	2846546 nt	2846333..516 nt	9	517..1878, 156303..156593 nt	270 nt (minimum), 1438541 nt (maximum)
ORI96010087	NC_017353.1	Staphylococcus lugdunensis N920143	Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcus.	2595888 nt	1887..2172 nt	5	519..1886 nt	275 nt (minimum), 1544002 nt (maximum)
ORI96010088	NC_017353.1	Staphylococcus lugdunensis N920143	Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcus.	2595888 nt	2595756..518 nt	11	519..1886 nt	275 nt (minimum), 1544002 nt (maximum)
ORI96010089	NC_017387.1	Acinetobacter baumannii TCDC-AB0715 chromosome	Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Acinetobacter, Acinetobacter calcoaceticus/baumannii complex.	4138388 nt	14794..15408 nt	9	13396..14793 nt	15227 nt (minimum), 2149348 nt (maximum)
ORI96010090	NC_017449.1	Francisella cf. novicida 3523 chromosome	Bacteria, Proteobacteria, Gammaproteobacteria, Thiotrichales, Francisellaceae, Francisella.	1945310 nt	1944972..144 nt	5	145..1620 nt	1944956 nt (minimum), 910249 nt (maximum)
ORI96010091	NC_017453.1	Francisella tularensis subsp. tularensis NE061598 chromosome	Bacteria, Proteobacteria, Gammaproteobacteria, Thiotrichales, Francisellaceae, Francisella.	1892681 nt	1892249..1892681 nt	4	1..1521 nt	4202 nt (minimum), 950659 nt (maximum)
ORI96010092	NC_017454.1	Geobacter sulfurreducens KN400 chromosome	Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales, Geobacteraceae, Geobacter.	3714272 nt	1368..1593 nt	4	30..1367 nt	7870 nt (minimum), 1836171 nt (maximum)
ORI96010093	NC_017454.1	Geobacter sulfurreducens KN400 chromosome	Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales, Geobacteraceae, Geobacter.	3714272 nt	3713965..29 nt	3	30..1367 nt	7870 nt (minimum), 1836171 nt (maximum)
ORI96010094	NC_017455.1	Halanaerobium praevalens DSM 2228 chromosome	Bacteria, Firmicutes, Clostridia, Halanaerobiales, Halanaerobiaceae, Halanaerobium.	2309262 nt	1710..2001 nt	3	309..1709 nt	73 nt (minimum), 1143974 nt (maximum)
ORI96010095	NC_017455.1	Halanaerobium praevalens DSM 2228 chromosome	Bacteria, Firmicutes, Clostridia, Halanaerobiales, Halanaerobiaceae, Halanaerobium.	2309262 nt	2309025..308 nt	12	309..1709 nt	73 nt (minimum), 1143974 nt (maximum)
ORI96010096	NC_017456.1	Gardnerella vaginalis HMP9231 chromosome	Bacteria, Actinobacteria, Actinobacteridae, Bifidobacteriales, Bifidobacteriaceae, Gardnerella.	1726519 nt	1728..2152 nt	5	120..1727 nt	751 nt (minimum), 900443 nt (maximum)
ORI96010097	NC_017456.1	Gardnerella vaginalis HMP9231 chromosome	Bacteria, Actinobacteria, Actinobacteridae, Bifidobacteriales, Bifidobacteriaceae, Gardnerella.	1726519 nt	1726230..119 nt	3	120..1727 nt	751 nt (minimum), 900443 nt (maximum)
ORI96010098	NC_017462.1	Corynebacterium pseudotuberculosis 267 chromosome	Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Corynebacterineae, Corynebacteriaceae, Corynebacterium.	2337628 nt	1813..2052 nt	3	1..1812 nt	2337433 nt (minimum), 1138976 nt (maximum)
ORI96010099	NC_017462.1	Corynebacterium pseudotuberculosis 267 chromosome	Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Corynebacterineae, Corynebacteriaceae, Corynebacterium.	2337628 nt	2336817..2337628 nt	6	1..1812 nt	2337433 nt (minimum), 1138976 nt (maximum)
ORI96010100	NC_017464.1	Ignavibacterium album JCM 16511 chromosome	Bacteria, Ignavibacteria, Ignavibacteria, Ignavibacteriales, Ignavibacteriaceae, Ignavibacterium.	3658997 nt	1321..1964 nt	3	1..1320 nt	414257 nt (minimum), 1796030 nt (maximum)
ORI96010101	NC_017464.1	Ignavibacterium album JCM 16511 chromosome	Bacteria, Ignavibacteria, Ignavibacteria, Ignavibacteriales, Ignavibacteriaceae, Ignavibacterium.	3658997 nt	3658384..3658997 nt	3	1..1320 nt	414257 nt (minimum), 1796030 nt (maximum)
ORI96010102	NC_017465.1	Lactobacillus fermentum CECT 5716 chromosome	Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus.	2100449 nt	1642..1805 nt	3	325..1641 nt	2358 nt (minimum), 1162997 nt (maximum)
ORI96010103	NC_017465.1	Lactobacillus fermentum CECT 5716 chromosome	Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus.	2100449 nt	2099285..324 nt	14	325..1641 nt	2358 nt (minimum), 1162997 nt (maximum)
ORI96010104	NC_017467.1	Lactobacillus helveticus H10 chromosome	Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus.	2145899 nt	2145416..142 nt	7	143..1552 nt	2145826 nt (minimum), 962556 nt (maximum)
ORI96010105	NC_017469.1	Lactobacillus delbrueckii subsp. bulgaricus 2038 chromosome	Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus.	1872918 nt	1642..1822 nt	3	277..1641 nt	1872856 nt (minimum), 953152 nt (maximum)
ORI96010106	NC_017469.1	Lactobacillus delbrueckii subsp. bulgaricus 2038 chromosome	Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus.	1872918 nt	1872532..276 nt	6	277..1641 nt	1872856 nt (minimum), 953152 nt (maximum)
ORI96010107	NC_017470.1	Lactobacillus amylovorus GRL1118 chromosome	Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus.	1894401 nt	1893968..44 nt	10	45..1412, 473134..474177, 1159082..1159765 nt	341 nt (minimum), 1122630 nt (maximum)
ORI96010108	NC_017473.1	Lactobacillus casei LC2W chromosome	Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus.	3039042 nt	1431..1600 nt	3	81..1430 nt	3032 nt (minimum), 1555158 nt (maximum)
ORI96010109	NC_017473.1	Lactobacillus casei LC2W chromosome	Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus.	3039042 nt	3038315..80 nt	5	81..1430 nt	3032 nt (minimum), 1555158 nt (maximum)
ORI96010110	NC_017474.1	Lactobacillus casei BD-II chromosome	Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus.	3069926 nt	1431..1600 nt	3	81..1430 nt	3032 nt (minimum), 1586044 nt (maximum)
ORI96010111	NC_017474.1	Lactobacillus casei BD-II chromosome	Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus.	3069926 nt	3069199..80 nt	5	81..1430 nt	3032 nt (minimum), 1586044 nt (maximum)
ORI96010112	NC_017477.1	Lactobacillus johnsonii DPC 6026 chromosome	Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus.	1966342 nt	1965857..1966342 nt	8	1..1365, 1618476..1619504 nt	2382 nt (minimum), 1059456 nt (maximum)
ORI96010113	NC_017481.1	Lactobacillus salivarius CECT 5713 chromosome	Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus.	1828169 nt	1783..2074 nt	3	442..1782 nt	2457 nt (minimum), 906093 nt (maximum)
ORI96010114	NC_017481.1	Lactobacillus salivarius CECT 5713 chromosome	Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus.	1828169 nt	1826824..441 nt	9	442..1782 nt	2457 nt (minimum), 906093 nt (maximum)
ORI96010115	NC_017482.1	Lactobacillus rhamnosus GG	Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus.	3005051 nt	1351..1523 nt	3	1..1350 nt	3004353 nt (minimum), 1450308 nt (maximum)
ORI96010116	NC_017482.1	Lactobacillus rhamnosus GG	Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus.	3005051 nt	3004328..3005051 nt	7	1..1350 nt	3004353 nt (minimum), 1450308 nt (maximum)
ORI96010117	NC_017486.1	Lactococcus lactis subsp. lactis CV56 chromosome	Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Lactococcus.	2399458 nt	1726..1881 nt	3	358..1725 nt	233 nt (minimum), 1245459 nt (maximum)
ORI96010118	NC_017490.1	Lactococcus garvieae Lg2	Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Lactococcus.	1963964 nt	1360..1522 nt	3	1..1359 nt	10 nt (minimum), 1093604 nt (maximum)
ORI96010119	NC_017490.1	Lactococcus garvieae Lg2	Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Lactococcus.	1963964 nt	1963711..1963964 nt	8	1..1359 nt	10 nt (minimum), 1093604 nt (maximum)
ORI96010120	NC_017491.1	Lactobacillus rhamnosus ATCC 8530 chromosome	Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus.	2960339 nt	1514..1686 nt	3	164..1513 nt	2959878 nt (minimum), 1427146 nt (maximum)
ORI96010121	NC_017491.1	Lactobacillus rhamnosus ATCC 8530 chromosome	Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus.	2960339 nt	2959758..163 nt	7	164..1513 nt	2959878 nt (minimum), 1427146 nt (maximum)
ORI96010122	NC_017492.1	Lactococcus lactis subsp. cremoris A76 chromosome	Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Lactococcus.	2452616 nt	1709..1864 nt	3	344..1708, 973441..973758, 1093375..1094043 nt	2452529 nt (minimum), 1217317 nt (maximum)
ORI96010123	NC_017506.1	Marinobacter adhaerens HP15 chromosome	Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Alteromonadaceae, Marinobacter.	4421911 nt	3905351..3906007 nt	3	3906008..3907450 nt	3902485 nt (minimum), 1795994 nt (maximum)
ORI96010124	NC_017529.1	Listeria monocytogenes L99	Bacteria, Firmicutes, Bacilli, Bacillales, Listeriaceae, Listeria.	2979198 nt	1675..1867 nt	5	319..1674, 1981235..1981954 nt	2979164 nt (minimum), 1458898 nt (maximum)
ORI96010125	NC_017529.1	Listeria monocytogenes L99	Bacteria, Firmicutes, Bacilli, Bacillales, Listeriaceae, Listeria.	2979198 nt	2979013..318 nt	11	319..1674, 1981235..1981954 nt	2979164 nt (minimum), 1458898 nt (maximum)
ORI96010126	NC_017530.1	Pseudomonas putida BIRD-1 chromosome	Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas.	5731541 nt	79138..79738 nt	8	79739..81253 nt	5725065 nt (minimum), 2825132 nt (maximum)
ORI96010127	NC_017532.1	Pseudomonas stutzeri DSM 4166 chromosome	Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas.	4689946 nt	4689904..463 nt	4	464..1924, 4595694..4596122 nt	4664586 nt (minimum), 2289346 nt (maximum)
ORI96010128	NC_017535.1	Propionibacterium acnes 6609 chromosome	Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Propionibacterineae, Propionibacteriaceae, Propionibacterium.	2560282 nt	1748..2134 nt	3	245..1747 nt	2558166 nt (minimum), 1293199 nt (maximum)
ORI96010129	NC_017537.1	Listeria monocytogenes M7 chromosome	Bacteria, Firmicutes, Bacilli, Bacillales, Listeriaceae, Listeria.	2976163 nt	1675..1867 nt	5	319..1674, 1979158..1979877 nt	2976129 nt (minimum), 1456857 nt (maximum)
ORI96010130	NC_017537.1	Listeria monocytogenes M7 chromosome	Bacteria, Firmicutes, Bacilli, Bacillales, Listeriaceae, Listeria.	2976163 nt	2975978..318 nt	11	319..1674, 1979158..1979877 nt	2976129 nt (minimum), 1456857 nt (maximum)
ORI96010131	NC_017542.1	Paenibacillus polymyxa M1	Bacteria, Firmicutes, Bacilli, Bacillales, Paenibacillaceae, Paenibacillus.	5864546 nt	1348..1533 nt	3	1..1347, 3249567..3250523 nt	5863904 nt (minimum), 2846847 nt (maximum)
ORI96010132	NC_017544.1	Listeria monocytogenes 10403S chromosome	Bacteria, Firmicutes, Bacilli, Bacillales, Listeriaceae, Listeria.	2903106 nt	1674..1866 nt	5	318..1673 nt	2903072 nt (minimum), 1402603 nt (maximum)
